lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,total_of_special_requests
58,2,4,2,0,0,0,0,0,0,1
35,1,0,2,0,0,0,0,0,0,0
158,0,2,2,0,0,0,0,0,0,0
210,2,5,2,0,0,0,0,0,0,1
5,0,1,1,0,0,1,7,0,0,2
2,2,0,2,0,0,0,0,0,0,1
31,2,5,2,0,0,0,0,0,0,0
142,2,4,2,0,0,0,0,0,0,0
43,0,3,2,0,0,0,0,0,0,0
49,1,2,2,0,0,0,0,2,0,1
127,2,5,2,0,0,0,0,0,0,0
82,1,0,2,0,0,0,0,0,0,1
22,2,4,2,0,0,0,0,1,0,1
43,0,4,2,0,0,0,0,0,0,0
49,1,2,2,0,0,0,0,0,0,1
3,9,25,2,0,0,0,0,3,0,0
0,1,0,2,0,0,0,0,0,0,0
394,2,5,2,0,0,0,0,1,0,0
38,2,4,2,0,0,0,0,0,0,1
104,1,0,2,0,0,0,0,0,0,2
256,0,1,2,1,0,0,0,0,0,2
36,0,1,2,0,0,0,0,0,0,1
35,0,1,1,0,0,0,0,0,0,1
134,0,4,2,0,0,0,0,0,0,1
41,0,2,1,0,0,0,0,0,0,1
1,0,1,2,0,0,11,5,0,0,0
160,2,2,2,0,0,0,0,1,0,1
25,1,2,1,0,0,0,0,0,0,1
5,0,3,2,2,0,0,0,1,0,1
135,2,3,2,0,0,0,0,0,0,0
21,2,3,2,0,0,0,0,0,0,0
3,2,2,2,0,0,0,0,0,0,0
140,2,8,2,1,0,0,0,0,0,1
3,2,1,2,0,0,0,0,0,0,1
143,1,3,3,0,0,0,0,0,0,2
4,2,0,1,0,0,0,2,0,0,0
24,2,2,2,0,0,0,0,0,0,1
47,0,2,2,0,0,0,0,0,0,1
14,2,2,2,0,0,0,0,0,0,3
54,2,5,2,0,0,0,0,0,0,0
144,8,20,2,0,0,0,0,0,0,0
151,2,2,3,0,0,0,0,0,0,2
0,0,1,1,0,0,0,1,0,0,0
114,2,5,2,0,0,0,0,0,0,1
0,0,2,2,0,0,0,0,0,0,0
146,1,1,3,0,0,0,0,0,0,1
194,0,4,2,2,0,0,0,0,0,0
66,2,2,2,0,0,0,0,0,0,1
39,2,5,2,0,0,0,0,0,0,0
88,1,4,2,0,0,0,0,0,0,1
0,1,0,2,0,0,0,0,0,0,0
29,0,2,2,0,0,0,0,2,0,0
80,2,1,2,0,0,0,0,0,0,1
71,2,3,2,0,0,0,0,0,0,0
0,1,0,2,1,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0
2,0,1,1,0,0,0,0,0,0,0
52,0,2,2,0,0,0,0,0,0,1
17,0,2,2,0,0,0,0,0,0,0
19,0,2,1,0,0,0,0,1,0,0
67,0,1,2,0,0,0,0,0,0,2
356,1,2,1,0,0,0,0,0,0,0
0,0,2,2,0,0,0,1,0,0,0
118,2,5,2,0,0,0,0,0,0,0
288,3,6,2,0,0,0,0,0,0,0
136,2,3,2,0,0,0,0,0,0,1
2,0,1,1,0,0,0,0,1,0,0
141,1,2,3,0,0,0,0,0,0,0
115,0,2,2,0,0,0,0,0,0,2
242,2,2,2,0,0,0,0,0,0,0
101,2,1,2,0,0,0,0,0,0,2
54,1,2,2,0,0,0,0,0,0,0
1,0,2,2,0,0,0,0,0,0,0
119,0,1,1,0,0,0,0,1,0,0
55,2,3,2,0,0,0,0,0,0,1
4,0,2,1,0,0,0,0,0,0,0
160,2,6,2,0,0,0,0,0,0,0
131,0,1,2,0,0,0,0,2,0,0
364,1,4,2,0,0,0,0,3,0,0
169,1,1,2,0,0,0,0,0,0,0
12,0,1,2,0,0,1,0,0,0,1
221,1,2,2,0,0,0,0,0,0,1
5,1,1,1,0,0,0,1,0,0,0
41,2,1,2,0,0,0,0,0,0,0
206,1,3,2,0,0,0,0,0,0,0
289,0,3,2,0,0,0,0,1,0,0
8,2,2,2,0,0,0,0,0,0,1
198,1,3,2,0,0,0,0,0,0,1
0,1,0,2,0,0,0,0,1,0,0
52,0,1,1,0,0,0,0,0,0,0
128,1,2,3,0,0,0,0,0,0,0
98,1,2,2,0,0,0,0,0,0,1
48,0,3,2,0,0,0,0,1,0,1
8,0,3,2,0,0,0,0,0,0,2
12,0,1,2,0,0,0,0,0,0,0
207,2,5,2,0,0,0,0,0,0,1
73,0,1,1,0,0,0,0,0,0,1
6,0,4,2,0,0,0,0,0,0,2
143,2,4,2,1,0,0,0,3,0,2
19,1,0,2,0,0,0,0,0,0,1
53,2,5,2,0,0,0,0,0,0,2
8,0,4,3,0,0,0,0,0,0,0
162,2,2,1,0,0,0,0,0,0,2
149,2,2,2,0,0,0,0,0,0,0
0,1,1,2,0,0,0,0,0,0,1
4,4,10,1,0,0,0,0,2,0,0
0,0,1,2,0,0,0,1,1,0,0
131,2,5,2,1,0,0,0,0,0,1
24,1,4,1,2,0,0,0,1,0,2
175,2,2,2,2,0,0,0,0,0,0
84,0,5,3,0,0,0,0,0,0,2
36,0,2,2,0,0,0,0,1,0,0
165,2,4,2,0,0,0,0,0,0,2
0,1,0,2,0,0,0,0,0,0,0
29,2,5,2,2,0,0,0,0,0,0
76,0,3,2,0,0,0,0,0,0,0
19,0,1,2,0,0,0,0,0,0,0
188,2,5,2,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,1,0,1
72,0,3,2,0,0,0,0,0,58,0
0,0,1,2,0,0,0,0,0,0,0
148,1,5,2,1,0,0,0,0,0,2
51,1,0,1,0,0,0,3,0,0,0
89,2,1,2,0,0,0,0,0,0,1
0,1,1,2,0,0,0,0,0,0,1
74,2,1,2,0,0,0,0,0,0,1
7,2,1,2,0,0,0,0,0,0,1
31,1,1,2,0,0,0,0,0,0,2
24,1,2,1,0,0,0,0,0,0,1
17,2,5,2,0,0,0,0,0,0,1
61,2,2,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
135,1,1,2,1,0,0,0,0,0,0
77,0,3,2,0,0,0,0,0,0,2
55,1,3,2,0,0,0,0,0,0,0
65,2,5,2,0,0,0,0,0,0,1
110,0,3,2,0,0,0,0,0,0,1
2,0,1,1,0,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0
167,4,10,2,0,0,0,0,0,0,2
220,3,7,3,2,0,0,0,0,0,0
38,2,2,2,0,0,0,0,0,0,0
25,2,5,2,0,0,0,0,1,0,0
52,1,1,2,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
12,0,1,1,0,0,0,0,0,0,0
90,2,5,2,0,0,0,0,0,0,0
69,2,1,2,1,0,0,0,1,0,2
27,2,1,2,0,0,0,0,1,0,0
51,2,2,2,1,0,0,0,0,0,0
55,0,1,1,0,0,0,0,0,0,0
0,0,1,1,0,0,5,20,0,0,3
248,1,2,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
10,0,1,2,0,0,0,0,0,0,0
51,1,5,3,0,0,0,0,0,0,2
20,0,4,2,0,0,0,0,0,0,0
215,1,1,1,0,0,0,0,0,0,0
112,0,2,1,0,0,0,0,1,0,0
0,0,3,2,0,0,0,0,0,0,1
207,2,5,2,0,0,0,0,1,0,0
236,1,3,2,0,0,0,0,0,0,0
0,1,2,1,0,0,0,1,0,0,0
172,8,20,2,0,0,0,0,0,0,1
0,1,3,1,0,0,0,2,0,0,0
14,1,0,2,0,0,0,0,0,0,1
0,0,1,2,0,0,0,0,0,0,1
57,2,2,2,0,0,0,0,0,0,1
35,2,5,2,0,0,0,0,0,0,1
226,0,5,3,0,0,0,0,0,0,1
151,2,5,2,0,0,0,1,1,0,2
285,1,3,2,2,0,0,0,0,0,1
0,0,1,2,1,0,0,0,0,0,1
112,1,5,3,0,0,0,0,0,0,2
33,0,2,1,0,0,0,0,1,0,0
6,2,3,2,0,1,0,0,1,0,2
12,1,0,2,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
105,1,1,2,0,0,0,0,0,0,1
180,2,1,2,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,1,0,0
2,0,3,2,0,0,0,0,0,0,0
0,2,0,2,0,0,0,0,0,0,0
60,4,5,2,0,0,0,0,1,0,1
54,1,1,2,0,0,0,0,0,0,0
41,1,3,2,0,0,0,0,0,0,1
14,0,1,1,0,0,0,0,0,0,0
39,2,5,2,0,0,0,0,0,0,0
4,1,1,1,0,0,0,0,1,0,0
13,0,2,1,0,0,0,0,0,0,1
90,0,0,2,0,0,0,0,0,0,2
29,0,2,1,0,0,0,0,0,0,0
209,1,3,2,0,0,0,0,0,0,2
215,0,4,1,0,0,0,0,1,0,2
0,0,1,2,0,0,0,0,1,0,0
34,1,4,2,0,0,0,0,0,0,1
56,1,4,2,0,0,0,0,1,0,2
62,1,4,2,0,0,0,0,0,0,1
0,0,1,2,1,0,0,0,1,0,0
5,1,0,2,0,0,0,0,0,0,1
21,0,1,2,0,0,0,0,0,0,0
25,2,2,2,0,0,0,0,0,0,1
1,0,1,2,0,0,0,0,0,0,0
148,0,5,2,0,0,0,0,0,0,1
100,0,1,2,2,0,0,0,3,0,1
75,2,3,2,0,0,0,0,1,0,0
2,2,1,1,0,0,0,0,0,0,0
6,0,1,1,0,0,0,0,1,0,0
43,0,5,2,0,0,0,0,0,0,0
212,2,1,2,0,0,0,0,1,0,2
92,0,1,1,0,0,0,0,0,0,1
8,2,0,2,0,0,0,0,0,0,0
129,1,4,2,0,0,0,0,0,0,1
89,0,3,3,0,0,0,0,0,0,1
218,2,5,2,1,0,0,0,0,0,1
0,0,1,2,0,0,0,18,0,0,2
70,0,2,1,0,0,0,0,0,0,0
92,2,2,2,0,0,0,0,0,0,1
84,1,3,2,0,0,0,0,2,0,0
1,0,2,2,0,0,0,0,0,0,0
49,0,2,2,0,0,0,0,0,0,1
6,2,0,1,0,0,1,0,0,0,0
21,1,2,2,2,0,0,0,0,0,1
5,0,1,2,0,0,0,0,0,0,0
28,1,2,1,0,0,0,0,0,0,2
57,0,2,3,0,0,0,0,0,0,2
195,1,1,2,0,0,0,0,0,0,1
43,0,2,2,0,0,0,0,0,0,0
60,1,3,2,0,0,0,0,0,0,1
42,2,5,2,0,0,0,0,0,0,0
22,2,2,2,0,0,0,0,0,0,1
186,1,2,1,0,0,0,0,0,0,1
54,2,5,2,0,0,0,0,0,0,2
15,0,3,2,0,0,0,0,0,0,1
314,0,4,2,0,0,0,0,1,0,1
160,1,5,2,0,0,0,0,0,0,0
5,1,0,2,0,0,0,0,0,0,0
218,2,5,1,0,0,0,0,0,0,4
220,2,1,2,0,0,0,0,1,0,1
15,0,1,2,0,0,0,0,1,0,1
17,1,3,2,0,0,0,0,0,0,0
1,0,1,2,0,0,0,1,0,0,0
5,2,1,2,0,0,0,0,0,0,1
3,1,2,1,0,0,0,0,0,0,0
95,1,2,3,0,0,0,0,0,0,2
63,2,2,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
116,2,3,2,0,0,0,0,0,0,2
146,2,3,3,0,0,0,0,0,0,0
16,0,3,2,0,0,0,0,0,0,1
14,0,1,2,0,0,0,0,0,0,0
200,2,5,2,0,0,0,0,0,0,1
6,0,1,1,0,0,0,0,0,0,0
11,1,1,2,0,0,0,0,0,0,1
159,1,2,2,0,0,0,0,1,0,0
8,0,1,1,0,0,1,13,0,0,1
209,2,5,2,2,0,0,0,1,0,1
63,2,1,2,0,0,0,0,0,0,0
190,0,5,2,0,0,0,0,0,0,0
4,2,3,2,0,0,0,0,0,0,1
238,0,3,3,0,0,0,0,0,0,1
78,0,2,2,0,0,0,0,0,0,1
148,1,2,3,0,0,0,0,1,0,0
26,0,1,1,0,0,0,2,0,0,0
62,1,5,2,0,0,0,0,0,0,0
25,2,2,2,0,0,0,0,0,0,0
57,0,2,2,0,0,0,0,0,0,0
4,1,2,2,0,0,0,0,0,0,1
1,0,3,1,0,0,0,26,0,0,1
4,0,2,1,0,0,0,0,0,0,0
103,0,4,2,1,0,0,0,1,0,3
30,0,3,1,2,0,0,0,0,0,1
119,2,1,2,1,0,0,0,0,0,0
1,1,1,2,0,0,0,0,0,0,0
111,0,1,2,2,0,0,0,0,0,1
16,1,3,2,0,0,0,0,1,0,0
23,0,1,1,0,0,0,1,0,0,0
0,0,1,3,0,0,0,0,0,0,0
208,2,2,2,0,0,0,0,0,0,2
62,2,1,3,1,0,0,0,0,0,0
19,3,5,2,2,0,0,0,1,0,0
238,0,3,2,0,0,0,0,0,0,1
49,0,3,2,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,0,0,2
102,2,3,1,0,0,0,0,0,0,0
38,0,3,3,0,0,0,0,0,0,0
6,2,0,2,0,0,0,0,0,0,0
77,4,10,2,0,0,0,0,0,0,0
95,2,3,1,0,0,0,0,2,0,0
115,2,2,2,0,0,0,0,0,0,0
52,2,2,2,0,0,0,0,0,0,1
3,1,0,2,0,0,0,0,0,0,1
117,1,3,2,0,0,0,0,0,0,3
19,0,2,1,0,0,0,0,0,0,1
31,0,0,2,0,0,0,0,1,0,0
4,2,4,2,0,0,0,0,0,0,1
125,2,1,2,0,0,0,0,1,0,1
99,4,10,2,0,0,0,0,0,0,0
157,2,2,2,0,0,0,0,0,0,2
1,0,1,1,0,0,0,2,0,0,0
189,0,3,2,0,0,0,0,0,0,0
42,2,1,2,0,0,0,0,0,0,3
0,1,2,2,0,0,0,0,0,0,0
64,0,2,2,0,0,0,0,0,0,0
8,0,2,1,0,0,0,0,0,0,0
7,0,4,2,1,0,0,0,0,0,0
1,1,1,2,2,0,0,0,0,0,3
192,2,1,3,0,0,0,0,0,0,1
136,2,5,2,0,0,0,0,0,0,1
64,0,2,1,0,0,0,0,0,0,0
95,0,4,2,0,0,0,0,0,0,0
28,2,2,2,0,0,0,0,1,0,0
4,2,5,1,0,0,0,0,0,0,0
40,2,3,1,0,0,0,0,0,0,0
14,0,1,1,0,0,0,0,0,0,0
74,0,3,1,0,0,0,0,2,0,1
99,2,5,2,0,0,0,0,0,0,1
11,0,2,2,0,0,0,0,0,0,0
19,0,2,2,0,0,0,0,0,0,2
197,2,9,1,0,0,0,0,0,0,2
13,0,3,2,0,0,0,0,0,0,0
28,0,1,2,0,0,0,0,0,0,1
1,0,1,2,0,0,0,0,0,0,1
104,2,5,2,0,0,0,0,1,0,0
169,2,4,2,2,0,0,0,1,0,1
2,0,2,3,1,0,0,0,0,0,0
103,2,5,2,0,1,0,0,2,0,2
450,2,4,2,0,0,0,0,0,39,0
0,1,0,1,0,0,0,1,0,0,2
76,2,4,2,2,0,0,0,0,0,0
129,0,3,2,0,0,0,0,0,0,1
71,2,5,2,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,1,0,0
0,2,5,2,0,0,0,0,0,0,1
61,2,2,2,0,0,0,0,0,0,0
71,0,3,1,0,0,0,0,0,0,1
37,2,5,1,0,0,0,0,0,0,1
75,4,12,2,0,0,0,0,0,0,2
153,2,2,2,0,0,0,0,1,99,0
29,2,0,2,0,0,0,0,0,0,0
88,0,2,2,0,0,0,0,0,0,1
28,1,3,1,0,0,0,0,1,0,0
7,0,1,1,0,0,0,1,0,0,0
0,1,0,2,0,0,0,0,0,0,0
164,1,4,1,0,0,0,0,0,0,0
12,2,0,2,0,0,0,0,0,0,1
231,2,2,2,2,0,0,0,0,0,0
17,1,0,2,0,0,0,0,2,0,0
0,2,1,1,0,0,0,0,0,0,1
29,0,2,1,0,0,0,0,1,0,0
27,1,3,2,0,0,0,0,0,0,0
92,2,5,2,1,0,0,0,0,0,1
17,2,2,2,0,0,0,0,0,0,3
309,2,5,2,1,0,0,0,2,0,0
2,0,1,2,0,0,0,0,1,0,0
16,2,2,2,0,0,0,0,0,0,2
31,1,2,1,0,0,0,0,1,0,0
89,1,3,2,0,0,0,0,0,0,1
105,1,3,2,0,0,0,0,1,0,0
192,1,5,2,0,0,0,0,0,0,3
11,2,1,2,0,0,1,0,0,0,0
344,2,1,2,0,0,0,0,0,0,0
8,0,2,2,0,0,0,0,0,0,2
44,1,0,2,0,0,1,0,0,0,1
21,0,4,2,0,0,0,0,0,0,0
17,0,1,2,0,0,0,0,0,0,1
178,1,3,1,0,0,0,0,1,0,0
166,1,1,2,0,0,0,0,0,0,1
35,1,1,1,0,0,0,0,0,0,0
114,4,8,2,0,0,0,0,0,0,2
236,0,1,2,0,0,0,0,5,0,3
25,2,2,2,0,0,0,0,0,0,0
327,2,5,2,0,0,0,0,0,0,1
0,0,1,2,0,0,0,0,0,0,0
10,1,0,2,0,0,0,0,0,0,0
76,0,2,2,0,0,0,0,0,0,1
98,1,2,1,0,0,0,0,0,0,0
75,1,2,2,2,0,0,0,0,0,2
176,0,2,3,0,0,0,0,0,0,0
69,2,5,1,0,0,0,0,0,0,1
153,1,2,2,0,0,0,0,0,0,0
3,0,1,2,0,0,0,0,0,0,2
1,0,1,2,0,0,0,0,0,0,0
153,2,2,2,0,0,0,0,0,0,1
86,0,4,3,0,0,0,0,2,0,1
149,0,3,2,2,0,0,0,0,0,1
52,2,5,2,0,0,0,0,0,0,0
75,2,2,1,0,0,0,0,0,0,0
9,0,2,1,0,0,0,0,0,0,0
8,2,3,2,0,0,0,0,1,0,1
19,1,0,2,0,0,0,0,1,0,0
82,3,5,3,0,0,0,0,1,0,2
80,2,2,2,0,0,0,0,0,0,0
61,2,2,1,0,0,0,0,1,0,0
5,1,1,2,0,0,0,0,1,0,2
17,2,1,2,0,0,0,0,0,0,0
28,6,16,2,0,0,0,0,0,0,0
41,0,3,2,0,0,0,0,0,0,0
126,1,2,2,0,0,0,0,0,0,1
89,2,2,2,0,0,0,0,0,0,0
9,2,5,2,0,0,0,0,0,0,0
61,1,3,2,0,0,0,0,1,0,2
110,2,1,2,0,0,0,0,0,0,3
5,0,1,2,0,0,0,0,0,0,0
14,1,0,1,0,0,0,0,0,0,0
308,2,6,2,0,0,0,0,0,0,0
4,0,3,2,1,0,0,0,0,0,4
109,0,1,3,0,0,0,0,1,0,3
15,0,2,2,0,0,0,0,0,0,2
42,0,3,2,0,0,0,0,0,0,1
17,0,1,2,1,0,0,0,0,0,2
38,0,2,2,0,0,0,0,0,0,0
172,2,2,2,0,0,0,0,0,0,2
253,2,1,2,0,0,0,0,0,0,1
34,2,1,1,0,0,0,0,1,0,1
23,2,5,2,0,0,0,0,0,0,1
138,2,1,2,0,0,0,0,0,0,0
19,1,3,2,0,0,0,0,0,0,1
115,1,3,2,0,0,0,0,0,0,0
142,1,0,2,0,0,0,0,0,0,1
42,0,4,2,0,0,0,0,0,0,0
2,1,2,2,0,0,0,0,0,0,1
3,1,2,2,2,0,0,0,0,0,2
18,1,2,2,0,0,0,0,0,0,0
30,13,33,2,0,0,0,0,17,0,1
9,0,2,1,0,0,0,0,0,0,0
111,2,1,2,2,0,0,0,0,0,2
1,1,0,2,1,0,0,0,0,0,1
35,2,4,2,0,0,0,0,0,0,2
14,1,2,2,0,0,0,0,0,0,2
12,1,3,2,0,0,0,0,0,0,0
22,1,1,2,0,0,0,0,0,0,1
129,1,3,2,1,0,0,0,0,0,0
314,2,5,3,0,0,0,0,0,0,0
128,1,4,1,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
39,2,5,2,2,0,0,0,0,0,0
217,2,5,2,0,0,0,0,0,0,1
0,0,1,2,0,0,0,0,0,0,0
112,2,1,3,0,0,0,0,0,0,1
64,2,5,2,0,0,0,0,0,0,1
56,1,3,2,0,0,0,0,0,0,0
28,1,0,1,0,0,0,0,0,0,1
168,1,3,2,0,0,0,0,0,0,1
77,0,4,2,0,0,0,0,0,0,0
145,2,5,3,0,0,0,0,1,0,3
33,0,2,1,0,0,0,0,0,0,0
10,2,1,2,0,0,0,0,0,0,3
1,1,0,2,0,0,0,0,0,0,2
65,0,4,2,0,0,0,0,0,0,0
151,1,1,2,0,0,0,0,0,0,2
260,2,8,1,0,0,0,0,2,0,1
80,1,2,2,0,0,0,0,0,0,0
4,0,1,1,0,0,0,0,0,0,0
155,0,3,2,0,0,0,0,0,0,1
2,0,3,3,0,0,0,0,0,0,0
134,2,10,2,0,0,0,2,0,0,4
182,2,2,1,0,0,0,0,0,0,1
12,4,8,2,0,0,0,0,0,0,0
42,2,5,2,0,0,0,0,1,0,0
84,2,5,2,0,0,0,0,0,0,0
17,1,3,1,0,0,0,0,0,0,1
70,0,4,2,0,0,0,0,0,0,3
6,0,2,2,0,0,0,0,0,0,0
24,2,5,2,0,0,0,0,0,0,1
162,2,5,1,0,0,0,0,1,0,1
86,0,2,2,0,0,0,0,2,0,0
159,1,2,2,0,0,0,0,0,0,0
26,2,3,2,0,0,0,0,0,0,0
250,2,5,2,0,0,0,0,0,0,3
25,2,1,2,0,0,0,0,0,0,0
16,2,1,3,0,0,0,0,1,0,0
0,1,1,2,0,0,0,0,0,0,0
7,0,1,2,2,1,0,0,0,0,0
99,1,3,1,0,0,0,0,0,0,0
198,2,3,2,0,0,0,0,0,0,0
36,1,2,2,0,0,0,0,0,0,2
0,0,1,2,0,0,0,0,0,0,0
63,0,1,2,0,0,0,0,0,0,0
217,1,5,2,0,0,0,0,0,0,2
186,2,5,2,0,0,0,0,0,0,2
72,2,3,3,0,0,0,0,0,0,1
81,2,1,2,1,0,0,0,0,0,0
52,4,7,2,0,0,0,0,0,0,0
340,1,2,2,2,0,0,0,1,0,0
154,2,1,2,0,0,0,0,0,0,1
6,2,0,1,0,0,0,0,0,0,1
76,2,2,1,0,0,0,0,0,0,0
141,1,5,2,0,0,0,0,0,0,0
151,0,4,2,0,0,0,0,0,0,1
23,2,1,2,0,0,0,0,0,0,0
8,0,2,2,0,0,0,0,0,0,0
118,1,2,1,0,0,0,0,2,0,0
91,1,2,2,2,0,0,0,0,0,0
7,0,3,1,0,0,0,0,0,0,0
9,1,2,2,0,0,0,0,0,0,1
165,0,1,2,0,0,0,0,0,0,1
116,0,3,2,0,0,0,0,0,0,2
24,0,3,2,0,0,0,0,0,0,0
209,2,3,2,2,0,0,0,1,0,1
4,0,1,1,0,0,0,0,0,0,0
5,1,1,2,0,0,0,0,0,0,0
72,0,3,2,0,0,0,0,2,0,2
87,2,5,2,0,0,0,2,4,0,4
17,0,1,2,0,0,0,0,0,0,0
53,1,3,2,0,0,0,0,0,0,0
116,1,2,2,0,0,0,0,0,0,0
256,0,2,2,0,0,0,0,0,0,1
154,0,2,2,0,0,0,0,0,0,0
47,2,1,2,0,0,0,0,0,0,0
67,1,1,2,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0,2,0,0
324,4,10,2,0,0,0,0,0,0,0
7,0,4,2,2,0,0,0,0,0,0
4,0,1,1,0,0,0,0,0,0,0
14,1,1,2,0,0,0,0,0,0,0
5,0,1,2,0,0,0,0,0,0,0
75,2,4,2,0,0,0,0,0,0,0
61,1,0,1,0,0,0,1,3,0,1
68,0,2,2,0,0,0,0,0,0,0
124,2,5,2,0,0,0,0,0,0,0
38,1,2,1,0,0,0,0,0,0,0
47,1,4,1,0,0,0,0,0,0,0
221,2,1,2,0,0,0,0,0,0,0
68,0,2,2,0,0,0,0,0,0,1
0,0,2,1,0,0,0,0,0,0,0
245,0,2,2,0,0,0,0,0,0,0
91,1,2,1,0,0,0,0,0,0,0
71,2,5,2,2,0,0,0,1,0,0
42,2,2,2,0,0,0,0,0,0,1
222,2,3,2,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0
38,1,5,2,1,0,0,0,1,0,1
84,0,3,2,0,0,0,0,0,0,2
2,0,4,1,0,0,0,0,0,0,1
2,0,1,2,0,0,0,0,0,0,1
287,1,3,2,0,0,0,0,2,0,1
14,0,1,1,0,0,0,0,1,0,1
39,1,4,2,0,0,0,0,0,0,0
234,2,5,3,0,0,0,0,1,0,1
146,2,5,2,0,0,0,0,0,0,0
79,2,5,2,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,2
20,2,4,3,0,0,0,0,0,0,1
353,4,6,2,2,0,0,0,0,0,1
1,0,1,1,0,0,0,0,1,0,1
143,0,3,2,0,0,0,0,0,0,0
152,2,2,2,0,0,0,0,0,0,2
62,2,1,2,0,0,0,0,0,0,0
6,0,1,1,0,0,0,1,0,0,0
44,0,3,3,0,0,1,0,0,0,2
107,2,5,2,0,0,0,0,0,0,0
147,0,2,1,1,0,0,0,1,0,0
93,2,6,2,0,0,0,0,0,0,1
1,0,1,2,0,0,0,0,0,0,1
13,1,2,1,0,0,0,0,0,0,2
265,3,7,2,0,0,0,0,0,0,1
1,2,1,2,0,0,0,0,0,0,0
181,0,3,2,0,0,0,0,0,0,0
30,2,3,2,0,0,0,0,0,0,0
104,1,2,2,0,0,0,0,0,0,2
152,2,5,2,0,0,0,0,2,0,0
72,0,3,2,0,0,0,0,0,0,1
147,0,4,2,3,0,0,0,0,0,0
14,2,2,2,0,0,0,0,0,0,2
34,0,3,2,0,0,0,0,0,0,0
113,0,1,2,0,0,0,0,0,21,0
155,6,15,2,0,0,0,0,0,0,1
0,2,5,2,0,0,0,0,2,0,0
8,0,1,2,0,0,0,0,0,0,1
149,0,5,2,2,0,0,0,0,0,0
35,1,4,2,0,0,0,0,0,0,0
3,0,1,2,0,0,0,0,0,0,2
7,0,2,2,0,0,0,0,0,0,1
7,0,1,1,0,0,3,20,0,0,0
2,0,1,2,0,0,0,0,0,0,0
205,0,1,2,0,0,0,0,0,0,1
22,2,2,2,0,0,0,0,0,0,2
183,1,2,2,0,0,0,0,0,0,3
10,0,5,2,0,0,0,0,1,0,2
1,1,0,1,0,0,0,0,0,0,1
7,0,2,1,0,0,0,0,0,0,1
266,2,4,1,0,0,1,0,0,0,0
6,2,1,2,0,0,0,0,0,0,0
45,0,2,2,0,0,0,0,0,0,0
150,1,2,2,1,0,0,0,0,0,2
7,0,2,2,0,0,0,0,0,0,1
77,1,2,2,0,0,0,1,1,0,0
11,0,4,2,0,0,0,0,0,0,1
53,2,3,2,1,0,0,0,0,0,0
1,0,2,2,0,0,0,0,0,0,0
155,1,1,2,2,0,0,0,0,0,2
96,0,2,2,0,0,0,0,0,0,2
61,2,1,3,0,0,0,0,1,0,0
109,2,2,2,1,0,0,0,0,0,1
107,2,4,2,0,0,0,0,0,0,1
26,0,1,2,1,0,0,0,0,0,1
67,1,1,2,0,0,0,0,0,0,0
40,1,3,2,0,0,0,0,0,0,1
53,0,4,1,0,0,1,0,1,0,0
12,1,1,2,0,0,0,0,0,0,3
138,0,2,2,0,0,0,0,0,0,1
80,0,3,2,0,0,0,0,0,0,0
128,2,3,2,2,0,0,0,0,0,1
87,2,6,2,1,0,0,0,0,0,1
1,0,1,1,0,0,1,2,0,0,1
69,2,5,2,0,0,0,0,0,0,1
0,0,2,2,0,0,0,0,0,0,0
343,3,7,2,2,0,0,0,0,0,0
4,1,3,1,0,0,0,0,0,0,0
106,0,2,2,0,0,0,0,4,0,0
199,2,3,2,0,0,0,0,0,0,1
118,1,2,1,0,0,0,0,0,0,0
3,1,2,1,0,0,0,0,1,0,0
76,0,2,2,0,0,0,0,0,0,0
11,0,1,2,0,0,0,0,0,0,1
3,0,1,2,0,0,0,0,0,0,0
96,2,5,2,1,0,0,0,0,0,0
44,0,3,2,0,0,0,0,0,0,1
158,2,5,3,0,1,0,0,1,0,0
0,0,0,2,0,0,0,0,0,0,1
5,1,1,2,0,0,0,0,0,0,0
2,0,2,1,0,0,0,0,0,0,3
40,1,2,1,0,0,0,0,0,0,0
32,2,2,2,0,0,0,0,0,0,0
0,1,0,2,2,0,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0
98,1,4,3,1,0,0,0,0,0,0
171,2,3,2,0,0,0,0,0,0,1
87,1,2,2,0,0,0,0,0,0,2
39,1,0,1,0,0,0,0,0,0,0
